Class,_RMSenergy_Mean,_Lowenergy_Mean,_Fluctuation_Mean,_Tempo_Mean,_MFCC_Mean_1,_MFCC_Mean_2,_MFCC_Mean_3,_MFCC_Mean_4,_MFCC_Mean_5,_MFCC_Mean_6,_MFCC_Mean_7,_MFCC_Mean_8,_MFCC_Mean_9,_MFCC_Mean_10,_MFCC_Mean_11,_MFCC_Mean_12,_MFCC_Mean_13,_Roughness_Mean,_Roughness_Slope,_Zero-crossingrate_Mean,_AttackTime_Mean,_AttackTime_Slope,_Rolloff_Mean,_Eventdensity_Mean,_Pulseclarity_Mean,_Brightness_Mean,_Spectralcentroid_Mean,_Spectralspread_Mean,_Spectralskewness_Mean,_Spectralkurtosis_Mean,_Spectralflatness_Mean,_EntropyofSpectrum_Mean,_Chromagram_Mean_1,_Chromagram_Mean_2,_Chromagram_Mean_3,_Chromagram_Mean_4,_Chromagram_Mean_5,_Chromagram_Mean_6,_Chromagram_Mean_7,_Chromagram_Mean_8,_Chromagram_Mean_9,_Chromagram_Mean_10,_Chromagram_Mean_11,_Chromagram_Mean_12,_HarmonicChangeDetectionFunction_Mean,_HarmonicChangeDetectionFunction_Std,_HarmonicChangeDetectionFunction_Slope,_HarmonicChangeDetectionFunction_PeriodFreq,_HarmonicChangeDetectionFunction_PeriodAmp,_HarmonicChangeDetectionFunction_PeriodEntropy
"angry","0.145","0.431","5.327","184.036","2.252","0.700","0.479","-0.027","0.006","0.018","0.170","-0.111","-0.082","0.038","0.114","-0.069","0.014","750.108","-0.038","1017.871","0.016","0.076","5470.506","3.308","0.262","0.437","2360.552","2640.316","1.280","3.685","0.015","0.879","0.022","1.000","0.634","0.116","0.158","0.096","0.021","0.018","0.415","0.414","0.055","0.048","0.311","0.158","-0.015","0.641","0.820","0.967"
"angry","0.269","0.499","9.074","113.577","2.334","0.584","0.207","0.161","0.195","0.138","0.056","-0.053","0.085","0.067","0.090","0.064","0.065","1558.145","0.004","521.815","0.023","-0.069","7077.821","3.174","0.327","0.393","2781.164","3830.596","1.559","4.421","0.057","0.867","0.225","0.022","0.151","0.207","0.402","0.002","0.130","0.427","0.137","1.000","0.247","0.443","0.273","0.168","-0.042","2.691","0.747","0.967"
"angry","0.140","0.585","5.864","99.864","2.841","-0.209","0.498","0.223","0.375","0.213","0.094","-0.027","0.080","-0.019","0.053","0.103","0.105","532.739","0.003","442.758","0.018","-0.008","5404.119","4.243","0.297","0.353","2338.275","3510.867","1.955","5.901","0.059","0.865","0.474","0.224","0.140","0.214","1.000","0.289","0.052","0.178","0.369","0.281","0.521","0.985","0.308","0.126","0.141","3.364","0.872","0.968"
"angry","0.112","0.321","4.776","153.016","1.318","-0.088","0.466","-0.050","0.211","0.170","0.191","0.130","-0.024","-0.051","0.166","-0.057","0.189","113.986","0.226","363.217","0.021","-0.068","5605.110","5.546","0.142","0.423","2421.412","3332.891","1.747","5.638","0.072","0.836","0.000","0.000","0.034","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.024","0.000","0.204","0.117","0.009","4.486","0.802","0.971"
"angry","0.193","0.538","4.178","107.653","1.703","-0.141","0.873","-0.296","0.558","0.377","-0.079","0.160","-0.002","0.034","0.214","0.105","0.146","845.899","0.211","806.608","0.018","-0.131","3939.588","3.709","0.379","0.462","2033.684","2217.058","1.433","4.942","0.011","0.866","0.264","0.237","1.000","0.158","0.084","0.219","0.133","0.148","0.179","0.185","0.075","0.111","0.277","0.119","-0.052","3.364","0.864","0.965"
"angry","0.293","0.535","6.218","100.205","1.863","0.453","0.804","0.152","0.239","0.124","0.318","0.091","0.143","0.141","0.129","0.070","0.059","2152.376","-0.000","443.673","0.016","-0.044","5384.773","4.477","0.269","0.419","2387.890","3220.234","1.803","5.872","0.050","0.864","0.016","0.000","0.000","0.063","1.000","0.028","0.003","0.003","0.003","0.000","0.002","0.232","0.212","0.105","-0.027","4.486","0.826","0.968"
"angry","0.200","0.537","6.246","118.921","2.769","0.633","1.622","0.395","-0.352","-0.177","0.297","-0.205","0.477","-0.111","-0.279","0.202","-0.042","1078.431","-0.029","323.772","0.019","0.051","2910.368","3.542","0.141","0.258","1427.173","2525.656","2.617","9.974","0.027","0.809","0.073","0.008","0.042","0.009","0.460","0.001","0.127","0.164","0.101","0.324","0.117","1.000","0.312","0.162","0.230","1.922","0.821","0.965"
"angry","0.110","0.619","5.495","66.632","2.581","-0.510","0.407","0.117","0.205","-0.084","0.105","0.163","0.118","-0.067","-0.138","-0.022","-0.047","231.480","0.046","823.815","0.025","0.191","4356.583","1.956","0.248","0.410","2189.253","2993.493","2.225","7.915","0.050","0.870","0.156","0.013","1.000","0.062","0.217","0.616","0.068","0.372","0.330","0.419","0.162","0.062","0.290","0.137","0.092","1.682","0.821","0.966"
"angry","0.213","0.500","4.779","151.053","2.078","0.370","0.787","0.170","0.121","0.167","0.255","0.071","0.055","0.016","0.034","0.018","0.023","959.982","-0.001","402.929","0.015","0.241","5538.407","3.274","0.085","0.378","2277.166","3317.054","1.857","5.901","0.061","0.851","0.041","0.048","1.000","0.826","0.021","0.519","0.003","0.362","0.055","0.488","0.607","0.043","0.382","0.209","-0.125","2.691","0.791","0.964"
"angry","0.085","0.586","4.688","78.442","2.075","0.121","0.713","0.041","0.209","0.135","0.147","-0.009","0.004","-0.004","-0.166","-0.112","-0.075","197.892","-0.029","1258.007","0.030","0.105","6105.820","1.904","0.106","0.472","2715.768","3348.312","1.667","5.232","0.068","0.891","0.340","0.169","0.670","0.513","0.217","0.438","0.105","0.741","0.486","1.000","0.468","0.098","0.265","0.158","0.045","0.336","0.804","0.960"
"angry","0.184","0.482","5.617","121.651","2.078","0.010","0.551","0.067","0.206","0.160","0.083","0.034","0.039","0.045","0.034","-0.009","0.013","1161.827","-0.225","801.979","0.018","0.223","5219.026","3.274","0.300","0.433","2335.117","2971.449","1.833","6.271","0.058","0.878","1.000","0.482","0.395","0.368","0.417","0.237","0.111","0.472","0.413","0.966","0.505","0.541","0.291","0.146","0.081","2.243","0.811","0.970"
"angry","0.113","0.566","4.515","161.026","2.705","0.093","0.428","0.102","0.151","0.018","0.051","-0.037","-0.012","0.009","-0.013","0.015","-0.017","364.836","0.064","818.463","0.020","-0.249","6171.555","2.940","0.146","0.406","2627.674","3558.374","1.801","5.401","0.060","0.884","0.005","0.007","0.000","0.000","0.051","0.002","0.002","0.018","0.045","1.000","0.134","0.099","0.188","0.088","0.043","0.449","0.793","0.970"
"angry","0.206","0.523","6.352","186.914","2.483","0.260","0.531","0.241","0.265","0.022","0.025","-0.180","-0.034","0.010","0.020","0.067","0.027","1324.405","0.111","659.566","0.022","0.089","6263.155","4.110","0.474","0.424","2656.686","3447.907","1.693","5.100","0.048","0.876","0.790","0.433","0.013","0.052","0.798","0.110","0.002","0.071","0.029","0.764","0.307","1.000","0.277","0.136","0.052","1.682","0.845","0.968"
"angry","0.143","0.577","6.009","79.222","2.585","0.266","0.639","0.224","0.228","0.052","0.123","-0.093","-0.001","-0.033","0.004","0.030","0.109","499.446","-0.296","487.681","0.026","0.152","4136.604","3.274","0.394","0.349","1873.208","2610.450","2.214","8.274","0.040","0.858","0.033","0.081","1.000","0.030","0.002","0.000","0.042","0.184","0.146","0.732","0.101","0.013","0.212","0.121","0.093","1.346","0.785","0.961"
"angry","0.112","0.570","5.105","130.607","2.436","-0.223","0.993","0.063","0.130","0.246","0.277","0.048","0.014","-0.052","-0.026","-0.074","0.060","377.712","0.174","698.595","0.024","0.037","3517.104","2.773","0.221","0.412","1843.989","2309.125","2.439","10.575","0.035","0.861","0.092","0.171","0.121","0.120","1.000","0.192","0.090","0.454","0.260","0.253","0.175","0.826","0.265","0.119","0.005","2.691","0.849","0.965"
"angry","0.106","0.432","17.599","130.007","2.826","0.614","0.576","0.079","0.003","-0.037","0.092","0.102","0.132","0.014","-0.018","-0.060","-0.133","329.488","0.385","420.443","0.016","-0.296","5138.739","3.272","0.355","0.330","2161.559","3269.106","2.061","6.665","0.051","0.850","0.191","0.000","0.074","0.230","1.000","0.019","0.052","0.117","0.013","0.032","0.000","0.450","0.262","0.148","0.070","0.538","0.794","0.965"
"angry","0.192","0.472","6.674","120.185","2.109","-0.157","0.349","0.046","0.232","0.138","0.138","-0.124","0.068","0.075","-0.020","0.001","0.081","1116.048","0.010","940.479","0.021","0.038","5393.268","4.811","0.146","0.458","2548.163","3096.531","1.805","5.948","0.046","0.892","1.000","0.436","0.453","0.444","0.972","0.639","0.445","0.521","0.634","0.797","0.475","0.774","0.288","0.127","0.089","3.364","0.850","0.967"
"angry","0.173","0.576","4.914","105.803","1.949","0.291","0.443","0.225","0.277","0.127","0.098","-0.060","0.055","0.103","0.005","-0.095","-0.073","804.745","-0.168","1379.457","0.020","0.025","8399.947","5.546","0.439","0.523","3478.734","3916.323","1.185","3.337","0.058","0.904","0.047","0.165","0.888","0.024","0.456","0.225","0.038","0.296","0.619","1.000","0.161","0.077","0.287","0.148","0.012","1.922","0.820","0.965"
"angry","0.198","0.485","4.966","104.430","1.622","0.470","0.617","0.026","0.333","0.182","0.098","-0.030","-0.019","0.090","0.062","-0.041","0.073","933.083","-0.245","1529.180","0.021","0.187","7978.451","4.678","0.306","0.548","3479.638","3788.657","1.167","3.399","0.068","0.906","0.050","0.079","1.000","0.006","0.003","0.003","0.000","0.000","0.028","0.245","0.117","0.017","0.262","0.125","-0.165","2.691","0.849","0.968"
"angry","0.109","0.541","3.580","130.172","2.512","0.502","-0.133","-0.116","0.369","0.112","-0.138","-0.250","-0.086","-0.143","0.116","0.139","0.214","420.952","-0.242","891.300","0.022","0.127","4994.084","3.944","0.412","0.372","2170.461","2680.925","1.942","7.035","0.038","0.871","0.552","0.169","0.367","1.000","0.299","0.800","0.179","0.380","0.169","0.278","0.433","0.137","0.245","0.113","-0.065","3.364","0.866","0.966"
"angry","0.059","0.494","5.170","180.931","1.947","0.300","0.251","0.035","0.105","0.006","0.142","-0.056","0.164","-0.038","0.147","-0.013","-0.035","109.303","-0.243","1051.789","0.021","-0.027","6242.358","4.143","0.262","0.502","2957.578","3350.947","1.469","4.557","0.066","0.899","0.004","0.000","0.000","0.002","1.000","0.000","0.000","0.000","0.011","0.000","0.006","0.322","0.212","0.102","-0.042","3.364","0.857","0.971"
"angry","0.107","0.582","5.817","79.106","3.137","-0.013","0.602","-0.194","-0.027","-0.105","-0.023","-0.186","0.014","0.088","-0.049","-0.088","-0.094","258.740","0.008","582.656","0.027","-0.032","2973.538","3.241","0.272","0.290","1520.957","2144.218","2.796","12.399","0.030","0.842","0.089","0.014","0.000","0.005","1.000","0.015","0.250","0.482","0.408","0.174","0.106","0.169","0.306","0.159","0.013","2.243","0.790","0.972"
"angry","0.169","0.551","4.531","107.873","1.453","0.357","0.716","-0.127","0.476","0.427","-0.028","0.196","-0.014","0.025","0.190","0.092","0.120","624.396","0.039","927.675","0.021","0.123","7084.781","3.575","0.393","0.547","3219.721","3540.598","1.302","3.967","0.058","0.898","0.110","0.230","1.000","0.194","0.061","0.131","0.198","0.091","0.080","0.082","0.035","0.073","0.265","0.114","-0.159","2.691","0.864","0.963"
"angry","0.134","0.515","6.237","142.175","1.456","0.003","1.048","-0.092","-0.013","0.192","0.238","0.107","0.119","0.088","0.056","0.023","0.068","861.000","0.051","1333.701","0.014","-0.070","5930.715","6.047","0.270","0.580","2917.791","3131.276","1.531","5.002","0.045","0.902","0.016","0.033","0.003","0.006","0.523","0.100","0.000","0.032","0.117","1.000","0.298","0.022","0.267","0.146","-0.038","2.243","0.799","0.963"
"angry","0.126","0.597","6.750","117.189","2.903","0.005","0.255","-0.647","-0.175","-0.654","-0.848","-0.744","-0.151","0.144","-0.006","-0.213","0.191","293.766","-0.020","682.794","0.044","-0.153","3593.984","3.207","0.126","0.310","1880.141","2432.914","2.509","9.907","0.034","0.817","0.476","1.000","0.004","0.671","0.146","0.808","0.004","0.000","0.000","0.000","0.000","0.007","0.258","0.174","-0.091","2.691","0.705","0.972"
"angry","0.034","0.554","4.399","178.957","2.285","0.009","0.686","-0.032","0.257","0.045","-0.058","0.041","0.108","0.070","-0.011","-0.027","0.064","47.909","0.218","1266.480","0.025","-0.086","6631.301","1.826","0.235","0.484","2961.040","3600.312","1.625","4.795","0.079","0.891","0.517","0.065","0.037","0.010","0.571","0.020","0.267","0.286","0.210","0.092","0.098","1.000","0.308","0.217","0.050","1.682","0.722","0.968"
"angry","0.188","0.520","5.997","122.783","3.087","-0.550","0.223","-0.215","0.219","-0.070","-0.057","0.037","0.200","0.143","0.161","0.201","0.064","522.821","-0.024","561.194","0.026","0.062","3259.526","4.978","0.377","0.298","1803.059","2872.939","2.693","10.252","0.042","0.856","1.000","0.406","0.383","0.344","0.274","0.489","0.246","0.602","0.744","0.613","0.577","0.540","0.273","0.134","0.215","2.243","0.856","0.965"
"angry","0.291","0.573","7.838","143.126","3.155","-0.068","0.740","0.423","-0.011","0.055","-0.042","0.031","0.049","-0.060","-0.015","0.096","0.050","1521.069","0.036","149.490","0.016","0.079","2551.201","4.778","0.319","0.235","1392.029","2616.020","2.801","10.772","0.032","0.803","0.000","0.533","0.864","0.035","0.003","0.000","0.006","0.942","1.000","0.721","0.087","0.078","0.318","0.174","-0.017","2.691","0.797","0.968"
"angry","0.227","0.616","5.167","109.845","2.672","-0.077","0.597","0.316","0.064","0.051","-0.035","0.015","0.059","0.051","0.075","0.241","0.047","885.976","0.143","380.734","0.017","0.206","5253.050","3.375","0.067","0.364","2226.615","3288.482","1.964","6.139","0.047","0.863","0.278","0.140","1.000","0.289","0.330","0.287","0.055","0.098","0.138","0.750","0.272","0.014","0.267","0.143","-0.117","0.354","0.782","0.966"
"angry","0.167","0.593","8.996","181.874","3.014","-0.338","0.562","-0.076","0.326","-0.069","0.131","0.196","-0.054","0.065","-0.039","0.012","0.111","678.732","-0.055","632.908","0.042","0.058","3251.051","2.239","0.214","0.328","1598.719","2075.360","2.408","9.591","0.019","0.859","0.498","0.173","0.995","1.000","0.369","0.055","0.154","0.331","0.067","0.512","0.244","0.099","0.375","0.230","-0.002","1.495","0.759","0.969"
"angry","0.262","0.527","6.795","142.863","2.043","-0.019","0.213","0.272","0.242","0.036","0.055","0.090","-0.018","0.079","-0.006","-0.034","0.051","2150.544","0.011","951.868","0.018","-0.100","7962.617","4.711","0.221","0.495","3262.995","3807.277","1.230","3.360","0.071","0.895","0.001","0.072","1.000","0.051","0.001","0.000","0.029","0.103","0.149","0.889","0.126","0.059","0.253","0.117","0.105","2.691","0.863","0.961"
"angry","0.120","0.596","6.862","119.034","2.102","-0.197","0.656","-0.174","0.199","0.139","0.247","-0.015","-0.178","0.022","0.038","0.013","-0.072","241.849","0.035","906.462","0.059","0.089","4196.178","1.036","0.157","0.462","2124.813","2375.306","1.820","6.668","0.025","0.869","0.121","0.000","0.125","0.051","0.302","0.187","0.008","0.132","0.281","1.000","0.006","0.003","0.328","0.178","0.015","0.748","0.830","0.965"
"angry","0.223","0.588","4.979","80.072","2.148","-0.096","0.649","0.081","0.144","0.074","0.171","-0.003","-0.097","0.012","-0.016","0.055","0.062","998.358","0.138","814.367","0.021","-0.120","4829.704","3.107","0.354","0.443","2251.007","2769.211","1.779","5.933","0.040","0.875","0.000","0.033","1.000","0.105","0.002","0.001","0.000","0.094","0.248","0.221","0.445","0.001","0.271","0.132","-0.027","0.498","0.804","0.968"
"angry","0.151","0.562","5.729","54.514","2.002","-0.197","0.197","-0.128","0.045","0.164","0.099","0.126","0.123","0.107","0.114","-0.057","-0.061","851.747","-0.112","1527.381","0.021","-0.045","8061.030","3.141","0.077","0.539","3454.149","3826.410","1.286","3.591","0.053","0.915","0.338","0.165","0.345","0.405","0.701","0.477","0.277","0.617","1.000","0.495","0.212","0.662","0.373","0.168","-0.067","2.691","0.844","0.967"
"angry","0.036","0.564","7.433","104.817","2.561","-0.190","0.754","-0.291","0.142","-0.032","0.114","0.041","0.195","0.002","-0.040","-0.027","0.039","54.649","0.151","917.009","0.027","-0.312","3922.786","2.102","0.497","0.419","2089.609","2646.016","2.456","9.978","0.056","0.877","0.124","0.043","0.062","0.068","0.038","0.031","0.473","0.049","0.078","0.115","0.053","1.000","0.224","0.151","0.195","1.682","0.784","0.969"
"angry","0.268","0.496","4.444","150.255","2.314","0.118","0.541","-0.185","0.063","0.164","0.114","0.040","0.033","0.114","0.168","0.051","0.066","1802.253","0.070","382.749","0.010","-0.048","4301.699","6.315","0.156","0.367","1983.395","2788.680","2.128","7.671","0.045","0.854","0.463","0.238","0.497","0.866","0.289","0.497","0.166","1.000","0.770","0.770","0.888","0.192","0.402","0.182","-0.057","0.673","0.834","0.965"
"angry","0.268","0.496","4.444","150.255","2.314","0.118","0.541","-0.185","0.063","0.164","0.114","0.040","0.033","0.114","0.168","0.051","0.066","1802.253","0.070","382.749","0.010","-0.048","4301.699","6.315","0.156","0.367","1983.395","2788.680","2.128","7.671","0.045","0.854","0.463","0.238","0.497","0.866","0.289","0.497","0.166","1.000","0.770","0.770","0.888","0.192","0.402","0.182","-0.057","0.673","0.834","0.965"
"angry","0.096","0.432","5.074","132.409","2.126","0.283","0.424","-0.101","0.292","-0.132","0.235","0.066","-0.153","0.102","0.048","-0.000","0.142","324.946","0.302","662.330","0.016","-0.159","4686.647","3.508","0.469","0.418","2148.589","2573.725","1.712","6.033","0.037","0.858","0.019","0.000","0.277","0.000","0.260","0.026","0.014","0.029","0.000","1.000","0.000","0.003","0.202","0.185","-0.242","4.486","0.734","0.974"
"angry","0.052","0.528","4.860","133.897","1.766","0.044","0.603","0.306","0.282","0.205","0.193","0.106","0.065","-0.016","0.051","0.063","0.057","82.682","-0.055","492.676","0.016","-0.020","5315.736","5.346","0.150","0.419","2281.284","3061.121","1.805","5.985","0.057","0.865","0.041","0.056","0.042","0.128","0.007","0.006","0.010","0.257","1.000","0.153","0.306","0.161","0.325","0.146","-0.084","1.922","0.846","0.972"
"angry","0.119","0.612","5.069","139.847","2.430","0.021","0.684","0.018","0.114","0.219","0.211","0.029","-0.019","0.098","-0.019","-0.063","-0.028","401.104","0.130","737.091","0.019","-0.169","5916.121","1.303","0.202","0.411","2535.801","3506.353","1.836","5.632","0.055","0.876","0.354","0.067","1.000","0.022","0.117","0.500","0.097","0.125","0.184","0.678","0.796","0.096","0.286","0.137","0.002","1.121","0.829","0.968"
"angry","0.099","0.607","5.542","120.801","1.611","0.147","0.629","0.131","0.374","0.178","0.117","-0.010","-0.030","0.076","0.040","-0.135","-0.080","221.549","0.164","887.896","0.023","-0.044","5617.979","2.105","0.112","0.486","2550.352","2954.025","1.515","5.001","0.048","0.878","0.985","0.468","0.458","0.477","0.220","0.859","0.161","1.000","0.884","0.773","0.970","0.847","0.404","0.168","0.205","1.495","0.835","0.968"
"angry","0.101","0.562","5.905","195.026","1.126","0.136","0.713","0.155","0.290","-0.249","0.334","-0.158","0.040","0.007","0.001","0.101","0.040","224.882","0.064","1321.446","0.027","-0.063","5348.141","2.239","0.135","0.606","2748.598","2435.755","0.859","3.094","0.013","0.896","0.103","0.120","0.089","0.060","0.224","0.294","0.237","0.188","0.342","1.000","0.329","0.202","0.314","0.207","0.018","0.421","0.740","0.969"
"angry","0.130","0.563","5.435","84.043","2.902","0.321","0.438","0.356","0.177","0.102","0.283","0.143","0.061","0.059","0.132","0.061","0.002","314.295","0.089","319.726","0.026","-0.123","4259.684","2.573","0.420","0.302","1876.714","2999.164","2.352","8.333","0.052","0.834","0.036","0.000","0.009","0.000","0.048","0.000","0.000","0.000","0.047","1.000","0.020","0.025","0.271","0.185","0.442","2.691","0.814","0.963"
"angry","0.235","0.503","5.051","100.912","2.164","0.502","0.827","0.167","0.237","0.150","0.169","-0.068","0.007","0.225","0.210","0.253","0.243","1461.857","0.085","999.023","0.018","0.009","8180.157","3.876","0.210","0.464","3199.435","4056.353","1.408","3.880","0.074","0.887","0.990","0.226","0.667","0.285","0.947","0.131","0.319","1.000","0.230","0.354","0.457","0.846","0.344","0.154","0.101","2.243","0.858","0.967"
"angry","0.067","0.566","5.852","149.473","3.789","-0.481","0.835","0.064","0.085","0.030","0.209","0.146","0.078","0.010","-0.053","-0.004","-0.039","158.247","0.212","483.635","0.027","-0.113","2220.990","1.303","0.156","0.249","1259.830","1931.660","3.581","19.051","0.032","0.834","0.220","0.075","0.641","0.023","0.083","0.342","0.028","0.009","0.024","0.525","1.000","0.047","0.289","0.142","0.009","1.223","0.862","0.968"
"angry","0.136","0.576","6.126","95.549","2.069","-0.356","0.452","0.157","0.131","0.148","0.281","0.134","0.040","-0.055","-0.029","0.093","0.036","353.425","-0.118","366.881","0.034","0.011","4325.840","2.573","0.099","0.377","1972.704","2861.203","2.172","7.828","0.052","0.851","0.000","0.000","0.000","0.000","0.004","0.000","0.000","0.088","0.072","1.000","0.081","0.001","0.134","0.091","-0.027","1.495","0.692","0.962"
"angry","0.108","0.520","4.594","118.512","1.964","0.059","0.605","0.090","0.054","0.020","0.095","-0.056","-0.160","-0.089","0.026","-0.024","0.047","335.515","-0.069","988.866","0.016","0.193","6201.121","3.375","0.205","0.503","2778.639","3210.334","1.522","4.706","0.048","0.893","0.256","0.020","0.038","0.011","0.063","0.041","0.024","0.199","0.124","1.000","0.062","0.574","0.263","0.158","-0.026","1.035","0.774","0.969"
"angry","0.297","0.532","4.954","140.241","1.455","0.568","0.400","-0.088","0.205","-0.090","0.080","0.242","0.016","0.115","0.148","0.021","0.057","1592.117","0.125","1217.646","0.024","0.045","8887.304","2.606","0.149","0.601","3967.295","3959.283","0.911","2.797","0.103","0.920","0.678","0.787","0.750","0.819","0.780","0.557","0.699","0.867","0.792","1.000","0.829","0.691","0.322","0.134","-0.050","2.691","0.873","0.967"
"angry","0.093","0.522","7.468","181.284","0.423","0.060","1.208","1.126","0.770","0.323","0.167","0.066","0.202","0.382","0.111","0.050","-0.068","171.521","-0.284","1430.275","0.034","-0.093","7243.820","4.043","0.314","0.702","3767.280","3350.635","1.082","3.640","0.057","0.909","0.304","0.000","0.000","0.000","0.127","0.000","0.000","0.001","0.010","0.892","0.402","1.000","0.246","0.165","0.238","0.374","0.754","0.958"
"angry","0.207","0.493","4.173","105.184","2.258","-0.365","0.450","0.070","0.246","0.088","0.027","-0.011","0.099","0.107","0.116","0.049","0.090","992.638","0.008","498.055","0.015","0.058","4868.102","6.854","0.131","0.401","2282.986","3203.772","2.053","6.890","0.056","0.870","0.747","0.740","0.351","0.558","0.764","0.402","0.209","0.277","1.000","0.813","0.544","0.270","0.344","0.131","-0.066","1.922","0.881","0.968"
"angry","0.306","0.522","4.653","178.815","0.808","-0.124","0.691","-0.138","0.212","0.135","0.249","-0.024","0.218","0.167","0.199","-0.029","0.022","3899.847","0.009","1456.067","0.016","0.123","5998.637","5.079","0.109","0.653","3255.530","3068.346","1.388","4.831","0.058","0.906","0.022","0.000","0.002","0.005","0.190","0.099","0.012","0.000","0.129","1.000","0.616","0.054","0.262","0.110","0.075","1.346","0.841","0.968"
"angry","0.265","0.583","6.245","180.237","1.271","0.083","0.821","-0.267","0.344","0.171","0.264","-0.161","0.297","-0.252","0.135","-0.247","0.191","2600.142","0.292","1179.866","0.020","-0.322","5012.694","2.940","0.390","0.549","2547.193","2538.989","1.336","4.746","0.022","0.873","0.043","0.004","0.013","0.045","0.395","0.212","0.032","0.083","0.026","1.000","0.802","0.098","0.253","0.214","-0.088","0.187","0.686","0.967"
"angry","0.152","0.510","4.793","112.153","1.890","0.110","0.702","0.166","0.168","0.200","0.037","0.130","0.045","0.010","0.040","0.063","0.099","552.166","-0.186","621.835","0.016","0.103","5827.949","5.981","0.161","0.458","2505.985","3108.713","1.625","5.191","0.053","0.875","0.057","0.026","0.070","0.019","0.147","0.036","0.001","0.086","0.285","1.000","0.174","0.080","0.208","0.095","0.151","4.486","0.886","0.968"
"angry","0.161","0.594","4.868","96.015","3.244","0.033","0.442","0.266","0.120","0.156","0.106","0.069","0.075","-0.087","0.093","-0.090","0.060","418.660","-0.025","278.382","0.027","0.291","2142.301","2.439","0.221","0.208","1143.286","2031.881","3.327","16.349","0.027","0.809","0.047","0.071","0.347","0.041","0.166","0.198","0.024","0.138","0.123","1.000","0.380","0.061","0.299","0.122","0.118","0.897","0.834","0.970"
"angry","0.174","0.521","5.115","105.733","1.537","0.380","0.434","0.288","0.239","0.134","0.058","0.037","0.018","0.004","-0.087","-0.074","-0.040","1058.672","0.064","1790.728","0.018","-0.115","10223.813","4.477","0.292","0.631","4573.243","4424.586","0.801","2.437","0.081","0.931","0.000","0.000","0.000","0.046","0.765","0.035","0.000","0.034","0.204","1.000","0.036","0.204","0.216","0.131","0.153","1.121","0.821","0.962"
"angry","0.174","0.521","5.115","105.733","1.537","0.380","0.434","0.288","0.239","0.134","0.058","0.037","0.018","0.004","-0.087","-0.074","-0.040","1058.672","0.064","1790.728","0.018","-0.115","10223.813","4.477","0.292","0.631","4573.243","4424.586","0.801","2.437","0.081","0.931","0.000","0.000","0.000","0.046","0.765","0.035","0.000","0.034","0.204","1.000","0.036","0.204","0.216","0.131","0.153","1.121","0.821","0.962"
"angry","0.069","0.469","4.815","162.193","2.368","-0.284","0.417","-0.103","0.016","-0.086","0.081","0.037","-0.004","0.016","0.054","0.032","0.094","122.277","0.017","422.078","0.014","-0.006","3748.270","7.952","0.218","0.383","1772.157","2142.259","1.832","6.551","0.019","0.854","0.656","0.823","0.588","0.313","0.468","0.372","0.224","0.638","1.000","0.507","0.338","0.661","0.384","0.146","0.077","1.922","0.864","0.970"
"angry","0.154","0.507","5.795","121.666","1.900","-0.112","0.422","0.058","0.213","0.118","0.186","0.067","-0.021","0.017","0.105","0.151","0.105","469.490","-0.346","565.123","0.047","0.295","4445.702","3.308","0.196","0.391","1918.047","2468.239","1.637","5.129","0.017","0.850","1.000","0.363","0.039","0.065","0.031","0.000","0.033","0.492","0.551","0.141","0.482","0.343","0.258","0.133","-0.279","2.243","0.860","0.964"
"angry","0.171","0.522","5.671","120.763","1.774","-0.101","0.458","0.075","0.202","0.146","0.234","0.110","0.046","0.094","0.119","0.079","0.041","627.905","0.050","553.152","0.029","0.157","5610.913","4.009","0.179","0.440","2487.263","3321.078","1.828","5.970","0.062","0.867","1.000","0.381","0.137","0.191","0.104","0.003","0.050","0.854","0.664","0.265","0.739","0.412","0.306","0.136","-0.068","2.691","0.865","0.964"
"angry","0.154","0.462","4.830","133.083","1.107","0.045","0.846","0.071","0.305","0.089","0.189","0.054","0.015","0.045","0.040","-0.012","0.032","777.825","-0.126","1023.166","0.017","-0.222","7111.298","2.439","0.168","0.606","3394.452","3589.961","1.349","4.195","0.061","0.910","0.085","0.231","0.517","0.015","0.002","0.000","0.141","0.032","0.145","1.000","0.216","0.099","0.260","0.127","-0.285","1.346","0.852","0.969"
"angry","0.251","0.466","4.468","177.357","2.139","-0.227","0.925","-0.012","0.337","0.138","0.212","0.127","0.038","0.018","0.043","-0.019","0.040","1726.125","-0.210","334.395","0.014","0.074","3682.682","3.174","0.100","0.375","1800.053","2532.614","2.325","9.127","0.033","0.845","0.666","0.289","0.103","0.081","0.501","0.056","0.028","0.121","0.198","0.149","0.405","1.000","0.257","0.118","-0.257","2.243","0.863","0.961"
"angry","0.255","0.464","4.362","177.325","2.168","-0.227","0.930","-0.014","0.343","0.140","0.213","0.121","0.034","0.015","0.038","-0.018","0.042","1784.157","-0.186","337.609","0.013","0.018","3671.348","3.274","0.100","0.371","1800.730","2578.541","2.410","9.662","0.035","0.844","0.702","0.294","0.104","0.070","0.481","0.053","0.026","0.130","0.195","0.152","0.413","1.000","0.259","0.119","-0.255","2.243","0.861","0.961"
